Customer ID,State,City,Zip Code,Latitude,Longitude
2277-DJJDL,California,La Grange,95329,37.666587,-120.411517
3739-YBWAB,California,Paramount,90723,33.897122,-118.164432
5998-DZLYR,California,Sutter,95982,39.172777,-121.805845
8441-SHIPE,California,Glendale,91204,34.136306,-118.26036
6032-KRXXO,California,San Diego,92130,32.957195,-117.202542
1325-USMEC,California,Pearblossom,93553,34.445239,-117.894868
4570-QHXHL,California,Santa Ana,92704,33.719869,-117.907063
2387-KDZQY,California,Weaverville,96093,40.759401,-122.939337
2357-COQEK,California,Atherton,94027,37.454924,-122.203168
9838-BFCQT,California,San Jose,95139,37.218705,-121.762429
7919-ZODZZ,California,Antioch,94509,37.980057,-121.801599
6072-NUQCB,California,Villa Park,92861,33.817473,-117.810462
2867-UIMSS,California,Vernalis,95385,37.609095,-121.263381
4318-RAJVY,California,Encino,91436,34.152875,-118.486056
3933-DQPWX,California,Barstow,92311,34.965648,-117.001509
1894-IGFSG,California,Lancaster,93535,34.712708,-117.889656
9584-EXCDZ,California,San Francisco,94103,37.773147,-122.411287
2146-EGVDT,California,Chatsworth,91311,34.294142,-118.603883
5539-HIVAK,California,Friant,93626,37.027663,-119.69056
8917-SZTTJ,California,Los Angeles,90042,34.11572,-118.192754
2207-QPJED,California,Somes Bar,95568,41.444606,-123.471895
7964-ZRKKG,California,Van Nuys,91411,34.17847,-118.459472
4951-UKAAQ,California,Inglewood,90302,33.975332,-118.355252
0423-UDIJQ,California,Snelling,95369,37.521708,-120.426843
4713-LZDRV,California,Malibu,90263,34.037037,-118.705803
0788-DXBFY,California,Tustin,92780,33.735802,-117.818805
2017-CCBLH,California,Weott,95571,40.310119,-123.909449
6390-DSAZX,California,San Diego,92122,32.85723,-117.209774
2672-DZUOY,California,Buttonwillow,93206,35.451402,-119.488413
3045-XETSH,California,Lake Hughes,93532,34.659579,-118.584212
4550-VBOFE,California,Soulsbyville,95372,37.990574,-120.261821
2799-TSLAG,California,Irvine,92618,33.667145,-117.732135
3097-NNSPB,California,Valley Ford,94972,38.339996,-122.935056
6833-JMZYP,California,Hesperia,92345,34.361387,-117.337509
9667-EQRXU,California,Boron,93516,34.95703,-117.73045
1095-JUDTC,California,Woodbridge,95258,38.169605,-121.310964
9777-IQHWP,California,Greenfield,93927,36.248708,-121.386617
7750-EYXWZ,California,Yucca Valley,92284,34.159534,-116.425984
2410-CIYFZ,California,Woodland,95776,38.694081,-121.694431
2507-QZPQS,California,La Mirada,90638,33.902045,-118.008961
8510-AWCXC,California,Novato,94945,38.135897,-122.563683
4024-CSNBY,California,Mount Hamilton,95140,37.382909,-121.634151
3489-VSFRD,California,Willits,95490,39.492046,-123.375818
5208-FVQKB,California,Lakeshore,93634,37.290606,-119.216328
0412-UCCNP,California,Essex,92332,34.9436,-115.287901
0100-DUVFC,California,Wilmington,90744,33.782068,-118.262263
6650-VJONK,California,Carson,90746,33.859171,-118.252272
5960-WPXQM,California,Temecula,92592,33.507255,-117.029473
0362-ZBZWJ,California,Thornton,95686,38.157794,-121.520223
2043-WVTQJ,California,Westminster,92683,33.752591,-117.993661
4588-YBNIB,California,Fremont,94539,37.516791,-121.899117
3874-EQOEP,California,Long Beach,90804,33.783047,-118.1486
3629-WEAAM,California,Forbestown,95941,39.531028,-121.24807
4765-OXPPD,California,Ventura,93003,34.279221,-119.221437
0635-WKOLD,California,Ceres,95307,37.553469,-120.952825
4580-TMHJU,California,Avenal,93204,35.916943,-120.129921
5385-SUIRI,California,Delhi,95315,37.422961,-120.765493
6904-JLBGY,California,Salinas,93905,36.667794,-121.601306
0968-GSIKN,California,Thousand Palms,92276,33.849263,-116.382778
6778-EICRF,California,Clio,96106,39.745805,-120.580882
0390-DCFDQ,California,Los Alamitos,90720,33.79499,-118.065591
9802-CAQUT,California,Coarsegold,93614,37.212191,-119.749323
1735-XMJVH,California,Sacramento,95818,38.556306,-121.495817
7025-IWFHT,California,Upland,91784,34.141146,-117.655583
2984-MIIZL,California,Guadalupe,93434,34.936,-120.594655
0661-KBKPA,California,Seaside,93955,36.625114,-121.823565
7176-WRTNX,California,Ventura,93004,34.278697,-119.167798
9975-SKRNR,California,Sierraville,96126,39.559709,-120.345639
4629-NRXKX,California,El Monte,91731,34.079934,-118.046695
4636-QRJKY,California,Idyllwild,92549,33.755039,-116.741796
4186-ZBUEW,California,Compton,90221,33.885811,-118.206459
1784-BXEFA,California,Vacaville,95688,38.419088,-122.024568
1360-RCYRT,California,Forest Knolls,94933,38.010092,-122.689442
2476-YGEFM,California,Clovis,93611,36.917652,-119.593757
1724-BQUHA,California,Los Gatos,95032,37.233034,-121.947427
6598-KELSS,California,San Diego,92108,32.774046,-117.142454
7103-ZGVNT,California,Portola Valley,94028,37.369709,-122.215844
7247-XOZPB,California,Miramonte,93641,36.696759,-119.024051
3363-EWLGO,California,Freedom,95019,36.936228,-121.785559
2933-FILNV,California,Carlsbad,92009,33.098018,-117.258203
4396-KLSEH,California,Bakersfield,93311,35.16207,-119.194488
2959-MJHIC,California,Hinkley,92347,34.983808,-117.239306
2823-LKABH,California,Rancho Mirage,92270,33.763678,-116.429928
0564-JJHGS,California,Guerneville,95446,38.52576,-123.013347
3398-FSHON,California,San Diego,92121,32.898613,-117.202937
1591-XWLGB,California,El Cajon,92021,32.832706,-116.873258
6680-WKXRZ,California,Antioch,94509,37.980057,-121.801599
7997-EASSD,California,Redwood City,94061,37.461251,-122.235414
4298-OYIFC,California,Loyalton,96118,39.637471,-120.226338
2732-ISEZX,California,Pacific Grove,93950,36.618337,-121.926417
2472-OVKUP,California,Canoga Park,91304,34.224377,-118.632656
1803-BGNBD,California,Santa Monica,90402,34.035849,-118.503508
6919-ELBGL,California,Big Pine,93513,37.245505,-118.062943
6784-XYJAE,California,Fort Irwin,92310,35.349241,-116.770281
6907-FLBER,California,Burbank,91505,34.174215,-118.345928
7225-IILWY,California,Turlock,95380,37.474396,-120.875917
0716-BQNDX,California,Madera,93637,36.902954,-120.194274
5231-FIQPA,California,Beverly Hills,90211,34.063947,-118.383001
9253-QXKBE,California,Morgan Hill,95037,37.161544,-121.649371
6516-NKQBO,California,Corona,92882,33.819385,-117.600213
3520-FJGCV,California,San Diego,92120,32.807867,-117.060993
2812-SFXMJ,California,Hat Creek,96040,40.789799,-121.474529
8654-DHAOW,California,Burson,95225,38.183918,-120.898817
7746-AWNQW,California,La Jolla,92037,32.853743,-117.25034
5419-KLXBN,California,San Diego,92117,32.825086,-117.199424
3550-SAHFP,California,Saint Helena,94574,38.581354,-122.296283
1956-YIFGE,California,Boulevard,91905,32.677097,-116.304991
1929-ZCBHE,California,Georgetown,95634,38.9386,-120.785514
9470-YFUYI,California,Redway,95560,40.142256,-123.852927
6024-RUGGH,California,San Francisco,94112,37.720498,-122.443119
2599-CIPQE,California,Compton,90220,33.88151,-118.234451
4883-KCPZJ,California,Deer Park,94576,38.554383,-122.474773
2812-ENYMO,California,Orick,95555,41.336354,-124.044354
3280-MRDOF,California,Los Angeles,90067,34.057496,-118.413959
5846-QFDFI,California,Pine Valley,91962,32.800671,-116.483363
9445-ZUEQE,California,Buena Park,90621,33.874224,-117.993368
6317-YPKDH,California,Glendale,91202,34.167926,-118.267539
5934-TSSAU,California,Landers,92285,34.341737,-116.539416
7537-RBWEA,California,Petrolia,95558,40.274302,-124.210902
8257-RZAHR,California,San Jose,95134,37.42765,-121.945416
1656-DRSMG,California,Chico,95973,39.903272,-121.843567
7460-ITWWP,California,Oakland,94621,37.750553,-122.197175
1410-RSCMR,California,Edwards,93523,34.966777,-117.961179
7566-DSRLQ,California,Rancho Cucamonga,91701,34.132275,-117.611478
4183-MYFRB,California,Los Angeles,90021,34.029043,-118.239504
5569-OUICF,California,San Diego,92109,32.787836,-117.232376
1167-OYZJF,California,Santa Monica,90402,34.035849,-118.503508
7508-DQAKK,California,Shingle Springs,95682,38.598936,-120.963092
4815-TUMEQ,California,Lynwood,90262,33.923573,-118.200669
9620-QJREV,California,Weldon,93283,35.55647,-118.244914
6701-YVNQG,California,Moreno Valley,92553,33.923149,-117.244933
9643-YBLUR,California,West Covina,91791,34.061634,-117.893169
7964-VEXDG,California,Anaheim,92802,33.807864,-117.923782
1576-PFZIW,California,Bakersfield,93301,35.383937,-119.020428
0114-PEGZZ,California,Round Mountain,96084,40.923558,-122.059933
7975-TZMLR,California,Reedley,93654,36.636638,-119.421842
4132-KALRO,California,Davis Creek,96108,41.750354,-120.403885
0564-MUUQK,California,Imperial Beach,91932,32.579134,-117.119009
5498-IBWPI,California,Guadalupe,93434,34.936,-120.594655
5336-UFNZP,California,Monterey Park,91755,34.049172,-118.115022
6016-LVTJQ,California,Long Beach,90805,33.864622,-118.179626
0042-JVWOJ,California,Glen Ellen,95442,38.368744,-122.522642
2718-GAXQD,California,Fallbrook,92028,33.362575,-117.299644
9764-REAFF,California,Stonyford,95979,39.288127,-122.415841
6894-LFHLY,California,Escondido,92027,33.141265,-116.967221
4472-LVYGI,California,San Bernardino,92408,34.084909,-117.258107
6559-ILWKJ,California,Fresno,93722,36.78979,-119.929894
1731-TVIUK,California,Temecula,92592,33.507255,-117.029473
6603-YRDCJ,California,San Francisco,94124,37.731505,-122.384532
5519-NPHVG,California,Klamath River,96050,41.816595,-122.948287
8823-RLPWL,California,Rosamond,93560,34.903052,-118.411251
5553-AOINX,California,Copperopolis,95228,37.943954,-120.67108
7632-YUTXB,California,Stinson Beach,94970,37.921137,-122.657562
1346-PJWTK,California,Corona,92880,33.918043,-117.617809
5567-WSELE,California,Richmond,94801,37.945288,-122.383941
9814-AOUDH,California,Arbuckle,95912,38.982373,-122.047751
9060-HJJRW,California,Culver City,90232,34.019323,-118.391902
9742-XOKTS,California,Santa Clara,95050,37.351214,-121.952417
1247-QBVSH,California,Santa Margarita,93453,35.303926,-120.256567
5075-JSDKI,California,Woodbridge,95258,38.169605,-121.310964
5543-QDCRY,California,San Francisco,94103,37.773147,-122.411287
7114-AEOZE,California,Big Bar,96010,40.775272,-123.287414
9906-NHHVC,California,Macdoel,96058,41.769709,-121.92063
0362-RAOQO,California,Norco,92860,33.925833,-117.559639
9297-EONCV,California,Fremont,94536,37.572273,-121.964583
5129-HHMZC,California,Van Nuys,91401,34.178483,-118.431791
7586-ZATGZ,California,Ravendale,96123,40.845738,-120.322219
1730-VFMWO,California,Petaluma,94952,38.237018,-122.77872
8769-KKTPH,California,Los Angeles,90066,34.002028,-118.430656
9239-ZBZZV,California,Los Angeles,90011,34.00709,-118.258681
1353-LJWEM,California,Cottonwood,96022,40.336392,-122.448533
2866-IKBTM,California,Dana Point,92629,33.477923,-117.705314
1833-VGRUM,California,Perris,92570,33.787298,-117.320676
2294-SALNE,California,Chula Vista,91910,32.636792,-117.054989
9644-KVCNC,California,Fountain Valley,92708,33.712036,-117.950113
0991-BRRFB,California,Corona,92883,33.762351,-117.488725
1251-KRREG,California,North Hollywood,91601,34.1692,-118.372498
9063-ZGTUY,California,Adelanto,92301,34.667815,-117.536183
2856-NNASM,California,Santa Rosa,95407,38.394091,-122.739814
7103-IPXPJ,California,Inglewood,90305,33.958134,-118.330905
0310-SUCIN,California,Darwin,93522,36.319181,-117.593053
7030-NJVDP,California,San Quentin,94964,37.942551,-122.491642
7167-PCEYD,California,Temecula,92592,33.507255,-117.029473
0682-USIXD,California,Diamond Bar,91765,33.992416,-117.807874
3097-NQYSN,California,San Jose,95139,37.218705,-121.762429
9959-WOFKT,California,Los Angeles,90019,34.049841,-118.33846
3982-DQLUS,California,Sunland,91040,34.282704,-118.312929
1746-TGTWV,California,Whittier,90604,33.929704,-118.01208
5120-ZBLAI,California,King City,93930,36.220761,-120.980777
0484-JPBRU,California,Petaluma,94954,38.235021,-122.557332
0282-NVSJS,California,Aromas,95004,36.878364,-121.629781
7030-FZTFM,California,Gonzales,93926,36.52588,-121.396719
9150-HEPMB,California,Corona,92882,33.819385,-117.600213
3030-ZKIWL,California,Lake Isabella,93240,35.607875,-118.466318
5687-DKDTV,California,Bellflower,90706,33.887676,-118.127289
4184-VODJZ,California,Forks Of Salmon,96031,41.232128,-123.194748
5527-ACHSO,California,Orange,92865,33.828779,-117.848299
9648-BCHKM,California,Palmdale,93550,34.536232,-118.082935
2079-FBMZK,California,Antelope,95843,38.715498,-121.363411
9447-YPTBX,California,Alhambra,91801,34.090925,-118.128164
6082-GLJIX,California,Holtville,92250,32.811001,-115.152865
4981-FLTMF,California,Springville,93265,36.245926,-118.693138
9746-YKGXB,California,Sacramento,95838,38.646096,-121.442433
4072-IPYLT,California,Randsburg,93554,35.405722,-117.773354
7776-QWNFX,California,Chino,91710,33.990646,-117.663025
3536-IQCTX,California,South Pasadena,91030,34.110444,-118.156957
1162-ECVII,California,Fresno,93704,36.799648,-119.801247
3057-VJJQE,California,Yorba Linda,92886,33.897253,-117.792202
8010-EZLOU,California,San Marino,91108,34.122671,-118.112911
2775-SEFEE,California,Wilmington,90744,33.782068,-118.262263
6682-VCIXC,California,Mad River,95552,40.390301,-123.412327
5811-IWXYM,California,Napa,94558,38.489789,-122.27011
0354-WYROK,California,San Francisco,94130,37.820894,-122.369725
1304-BCCFO,California,Redlands,92374,34.064073,-117.166158
4735-BJKOU,California,Los Angeles,90039,34.110845,-118.259595
4273-MBHYA,California,Desert Hot Springs,92241,33.832799,-116.250973
4468-YDOVK,California,Richmond,94805,37.941456,-122.320968
8337-UPOAQ,California,Wrightwood,92397,34.358321,-117.618263
7197-VOJMM,California,Calpine,96124,39.672813,-120.456699
5236-XMZJY,California,Los Angeles,90031,34.085807,-118.206617
3985-HOYPM,California,Washington,95986,39.34128,-120.786867
0880-FVFWF,California,Livermore,94550,37.571748,-121.659562
7654-YWJUF,California,Sunland,91040,34.282704,-118.312929
7587-RZNME,California,Valencia,91355,34.43987,-118.644609
1197-BVMVG,California,Friant,93626,37.027663,-119.69056
4811-JBUVU,California,Sherman Oaks,91423,34.146957,-118.432138
6711-VTNRE,California,Tranquillity,93668,36.635661,-120.288644
7971-HLVXI,California,San Bernardino,92404,34.183286,-117.221722
2233-FAGXV,California,Salton City,92275,33.28156,-115.955541
1845-CSBRZ,California,Pomona,91766,34.042286,-117.756106
3795-CAWEX,California,Whitmore,96096,40.637105,-121.906949
4682-BLBUC,California,La Crescenta,91214,34.239636,-118.245259
9504-YAZWB,California,Mountain Center,92561,33.638645,-116.55783
3635-JBPSG,California,Van Nuys,91406,34.195685,-118.490752
3062-ICYZQ,California,Oak Park,91377,34.19225,-118.776874
2959-FENLU,California,Los Gatos,95033,37.160194,-121.945611
2080-CAZNM,California,Burbank,91502,34.177267,-118.31003
6556-DBKZF,California,Chula Vista,91915,32.605012,-116.97595
6993-OHLXR,California,Walnut Creek,94596,37.900662,-122.052782
9919-YLNNG,California,Malibu,90263,34.037037,-118.705803
3813-DHBBB,California,Cedarville,96104,41.505916,-120.152505
7602-MVRMB,California,Fish Camp,93623,37.483535,-119.679414
6968-GMKPR,California,French Gulch,96033,40.740138,-122.587476
5186-PEIZU,California,San Francisco,94124,37.731505,-122.384532
4980-URKXC,California,Fort Irwin,92310,35.349241,-116.770281
8543-MSDMF,California,Coachella,92236,33.680031,-116.171678
2075-RMJIK,California,Santa Ysabel,92070,33.174725,-116.743329
5081-NWSUP,California,San Jose,95122,37.32886,-121.834567
0531-ZZJWQ,California,Fallbrook,92028,33.362575,-117.299644
2988-QRAJY,California,Santa Rosa,95403,38.488431,-122.752839
0613-WUXUM,California,Soquel,95073,37.023669,-121.946461
0899-WZRSD,California,Marina Del Rey,90292,33.977468,-118.445475
2626-VEEWG,California,Sun City,92587,33.69887,-117.25071
8058-DMYRU,California,Glendale,91208,34.195386,-118.238508
0975-VOOVL,California,Agoura Hills,91301,34.129058,-118.759788
7351-KYHQH,California,Fallbrook,92028,33.362575,-117.299644
9227-LUNBG,California,Pescadero,94060,37.22565,-122.297533
2842-JTCCU,California,Hopland,95449,38.93706,-123.118111
0929-HYQEW,California,Oakland,94601,37.776523,-122.219268
2694-CIUMO,California,Los Angeles,90033,34.050198,-118.210946
2607-DHDAK,California,Bakersfield,93307,35.280113,-118.962329
8168-UQWWF,California,Los Angeles,90042,34.11572,-118.192754
6331-LWDTQ,California,Rialto,92377,34.156758,-117.404686
0178-SZBHO,California,Tuolumne,95379,37.939768,-120.188002
4390-KYULV,California,Piru,93040,34.432843,-118.730106
1342-JPNKI,California,Lake Forest,92630,33.644849,-117.684254
3714-JTVOV,California,Crows Landing,95313,37.435664,-121.049056
6859-QNXIQ,California,Costa Mesa,92626,33.678591,-117.905471
4614-NUVZD,California,Anaheim,92807,33.848733,-117.788357
9443-JUBUO,California,Hoopa,95546,41.163637,-123.704841
7184-LRUUR,California,Los Banos,93635,36.995162,-120.955099
7801-CEDNV,California,Inglewood,90304,33.936827,-118.359824
7250-EQKIY,California,Escondido,92027,33.141265,-116.967221
3012-VFFMN,California,Richvale,95974,39.495768,-121.747472
3229-USWAR,California,San Francisco,94129,37.797526,-122.464531
1282-IHQAC,California,Sheep Ranch,95251,38.244806,-120.417301
7426-WEIJX,California,Olympic Valley,96146,39.191797,-120.212401
3023-GFLBR,California,San Bernardino,92408,34.084909,-117.258107
2506-TNFCO,California,Riverside,92509,34.004379,-117.447864
4695-VADHF,California,Oakland,94606,37.792489,-122.244314
2382-BCKQJ,California,Escondido,92027,33.141265,-116.967221
4632-XJMEX,California,Fresno,93650,36.841655,-119.797113
0374-IOEGQ,California,Gonzales,93926,36.52588,-121.396719
4067-HLYQI,California,Colton,92324,34.030915,-117.273201
4697-LUPSU,California,Grover Beach,93433,35.120833,-120.61843
0804-XBFBV,California,Foothill Ranch,92610,33.698728,-117.67768
6614-YOLAC,California,Oakland,94602,37.803883,-122.208417
7029-IJEJK,California,Los Angeles,90059,33.927254,-118.249826
0608-JDVEC,California,Dunlap,93621,36.789213,-119.140338
4090-KPJIP,California,Anaheim,92806,33.83796,-117.870494
5747-PMBSQ,California,San Diego,92126,32.886925,-117.152162
1907-UBQFC,California,San Francisco,94108,37.791998,-122.408653
6124-ACRHJ,California,San Mateo,94403,37.538309,-122.305109
3481-JHUZH,California,Forks Of Salmon,96031,41.232128,-123.194748
6434-TTGJP,California,Geyserville,95441,38.731771,-123.064272
1976-CFOCS,California,Dana Point,92629,33.477923,-117.705314
5777-ZPQNC,California,Covina,91724,34.08111,-117.853935
0813-TAXXS,California,Alderpoint,95511,40.166028,-123.584144
8184-WMOFI,California,Fresno,93702,36.739385,-119.753649
6260-ONULR,California,Middletown,95461,38.787446,-122.58675
7722-CVFXN,California,Santa Cruz,95064,37.007882,-122.065975
6924-TDGMT,California,Platina,96076,40.367964,-122.937379
4911-BANWH,California,Sunland,91040,34.282704,-118.312929
6686-YPGHK,California,Long Beach,90808,33.823943,-118.111335
7996-BPXHY,California,San Francisco,94111,37.801776,-122.402293
4039-HEUNW,California,Irvine,92620,33.716136,-117.752574
7542-CYDDM,California,Turlock,95382,37.529656,-120.854357
9097-ZUBYC,California,North San Juan,95960,39.423046,-120.984472
1986-PHGZF,California,Greenwood,95635,38.921333,-120.897718
7120-RFMVS,California,Isleton,95641,38.154823,-121.601358
2582-FFFZR,California,Vallejo,94592,38.093701,-122.276589
1163-VIPRI,California,Garberville,95542,40.057784,-123.679461
9099-FTUHS,California,Grass Valley,95945,39.194539,-120.988066
0562-HKHML,California,Alameda,94502,37.724817,-122.224363
3682-YEUWS,California,Tulelake,96134,41.813521,-121.492666
4824-GUCBY,California,San Francisco,94127,37.736535,-122.45732
4611-ANLQC,California,Castro Valley,94552,37.722727,-122.02157
0867-MKZVY,California,Altadena,91001,34.196837,-118.142236
5965-GGPRW,California,Hayward,94541,37.674002,-122.076796
3071-VBYPO,California,Whittier,90604,33.929704,-118.01208
1982-FEBTD,California,Newport Beach,92660,33.634626,-117.874882
2193-SFWQW,California,San Rafael,94903,38.018065,-122.546024
5249-QYHEX,California,Rancho Mirage,92270,33.763678,-116.429928
4059-IIEBK,California,Ojai,93023,34.581308,-118.931948
1298-PHBTI,California,Los Angeles,90049,34.091829,-118.491244
8659-HDIYE,California,Los Angeles,90067,34.057496,-118.413959
1925-LFCZZ,California,Potrero,91963,32.619465,-116.593605
1740-CSDJP,California,Oakhurst,93644,37.648647,-119.231447
8089-UZWLX,California,El Nido,95317,37.127386,-120.506422
3538-WZPHD,California,San Francisco,94127,37.736535,-122.45732
3544-FBCAS,California,Philo,95466,39.094102,-123.500853
0020-INWCK,California,Woodlake,93286,36.464635,-119.094348
5999-LCXAO,California,Orange,92866,33.784597,-117.844535
8714-EUHJO,California,Castella,96017,41.121108,-122.336613
7077-XJMET,California,Alta,95701,39.218096,-120.79153
4737-AQCPU,California,Los Angeles,90022,34.02381,-118.156582
9224-VTYID,California,Walnut Grove,95690,38.240419,-121.587535
8261-GWDBQ,California,Corona,92880,33.918043,-117.617809
8573-JGCZW,California,Idyllwild,92549,33.755039,-116.741796
5266-PFRQK,California,Orleans,95556,41.269521,-123.546958
6941-KXRRV,California,Dorris,96023,41.949216,-122.050062
7564-GHCVB,California,San Simeon,93452,35.746484,-121.223355
7274-CGTOD,California,San Geronimo,94963,38.00474,-122.663717
6974-DAFLI,California,Bakersfield,93312,35.392599,-119.245341
0260-ZDLGK,California,San Dimas,91773,34.102119,-117.815532
8246-SHFGA,California,Mount Shasta,96067,41.33832,-122.290756
3211-ILJTT,California,Taft,93268,35.184837,-119.402525
0872-JCPIB,California,Pinecrest,95364,38.224869,-119.755729
1571-SAVHK,California,Meadow Vista,95722,39.003358,-121.022539
2924-KHUVI,California,Orland,95963,39.748037,-122.302169
3744-ZBHON,California,Highland,92346,34.129677,-117.154277
8735-IJJEG,California,Guatay,91931,32.857946,-116.561917
3262-EIDHV,California,Inglewood,90304,33.936827,-118.359824
1468-DEFNC,California,San Jose,95130,37.277592,-121.986477
8992-CEUEN,California,Arnold,95223,38.32153,-120.236358
4418-LZMSV,California,San Diego,92113,32.697098,-117.116587
